id;user;rawTweet;tweetDate;movieTitle;class
1086625015812910000;baldafauziyyah;"14. Bisikan Iblis (Hanny R. Saputra, 2018)

Bagusan & sereman sinetron Jodoh Wasiat Bapak ketimbang ini.
1/10";19/01/2019;#BisikanIblis;n
1086957581711560000;selliyamanto;9. #matabatin2 tidak mampu menyuguhkan tontonan yang mengasyikan apalagi menyeramkan, jump scared nya banyak yang tidak tepat sasaran, dan terlalu dipaksakan, penceritaannya pun tidak mulus, mungkin harus mencoba formula baru 2/5;20/01/2019;#MataBatin2;n
1087336853655540000;RaldyKandou;"Review sedikit. Kemarin nonton Mata Batin 2, ceritanya lumayan agak adaptasi Insidious sedikit sih. Tapi yg tidak disukai filmnya kebanyakan nunjukin hantunya ditambah musik2 yg menurut saya tidak cocok. #MataBatin2 
@matabatin2";21/01/2019;#matabatin2;n
1088281239050580000;adhityamulya;"Hari ini tayang nih #Tabu 
Gue suka horor dan jarang2 ketakutan sampai nutup mata.
Ini film bikin nutup mata melulu. Dari segi bikin merinding, #tabu juara banget";24/01/2019;#tabu;p
1088414193768770000;ramariyaan;"16. Student A (2018)

Saya tidak tahu jin apa yang mendorong saya untuk tetap menuntaskan film ini sampai selesai. Alur cerita yang enggak jelas dan akting para pemerannya yang melompong, sungguh 114 menit yang basi dan membosankan, tidak terkecuali Suho EXO nya. (2/10)";24/01/2019;#StudentA;n
1088445114370810000;josepsibuea;TERIMA KASIH CINTA. Sangat disayangkan naskah tidak mampu mengungguli kepiawaian 2 pemain peraih piala citra di film ini, terlihat lemah, hambar dan memaksakan penonton untuk empati terhadap karakter utama. 2/5;24/01/2019;#terimakasihcinta;n
1089152445983270000;josepsibuea;TABU: MENGUSIK GERBANG IBLIS. Harusnya film ini tayang tahun lalu agar tahun ini tidak terasa jueleknya. Apalagi masih awal tahun kan brok. Nonton film ini ternyata mengusik waktu, jadi simpanlah waktu kalian daripada diusik sama film ini. 1/5;26/01/2019;#tabu;n
1089153823971500000;josepsibuea;"INSTANT FAMILY. Minggu ini juaranya ya film #InstantFamily. Ksederhanaan yang mendalam tentang keluarga. Pemainnya bermain apik dan leluconnya pas banget. 4/5

#InstantFamily";26/01/2019;#InstantFamily;p
1089392649713280000;josepsibuea;"MANIKARNIKA: THE QUEEN OF JHANSI. Dibuat terbengong-bengong sama visual megah dari film ini. Tidak hanya visual, cerita juga luar biasa. Paket komplit yang sayang untuk dilewatkan di bioskop. Tayang hanya di XXI. Tonton segera! 4,5/5

#ManikarnikaTheQueenOfJhansi #Manikarnika";27/01/2019;#ManikarnikaTheQueenOfJhansi ;p
1089860127513920000;rajalubis_;"Nggak nyangka aja #FilmTabu bisa asyik diikuti. Cerita awalnya memang klise, tp gaya berceritanya enak. Akting aktor muda yg pas (tumben), serta visual yg cantik.

Cukup menyenangkan #Tabu
@Starvisionplus
 
@haqiachmad
 
@angling_sagaran";28/01/2019;#tabu;p
1089875775807840000;dmsramadhan;"Penyakit, cinta, persahabatan, dan keluarga. #TerimakasihCinta berkutat di situ, tapi semuanya nanggung. Nggak menjelaskan lebih mendalam jenis penyakitnya, nggak bikin tersentuh pelan-pelan, bahkan kisah seorang Eva pun kurang mampu membuat orang lain terinspirasi.

⭐ - (1/5)";28/01/2019;#TerimakasihCinta;n
1089880639728360000;dmsramadhan;"#MataBatin2 ini Rocky banget. Konsisten dengan adanya kamera yg muter/kebalik, dan twist yg berlipat ganda, serta musik yg kadang keras banget bikin ganggu. Lama kelamaan bosen dgn formula yg gitu-gitu aja. Pembunuhan = bales dendam. Terselamatkan oleh Jessica Milla.

⭐ - (2/5)";28/01/2019;#MataBatin2;n
1090195266248950000;adiryansjaxon;"14. Orang Kaya Baru (Ody C. Harahap, 2019)

Walau tak selalu mulus, #OrangKayaBaru lewat histeria jajaran cast-nya dan komedi segar dari skrip Joko Anwar, sanggup membuat penonton berkhayal jadi orang kaya sambil larut dalam gelak tawa. A total crowdpleaser! (3,5/5)";29/01/2019;#orangkayabaru;p
1090831220093600000;baldafauziyyah;"27. Gentayangan (Shyam Ramsay, 2018)

Duuuh...capek deh dicekokin hantu2 CGI jelek yg terlalu narsis.
2/10";31/01/2019;#Gentayangan;n
1090902994755830000;josepsibuea;TERLALU TAMPAN. Tak pernah tahu perihal webtoonnya, tapi saya begitu terhibur dengan imajinasi yang diberikan sepanjang film ini. Salutlah untuk debut film panjang Sabrina, lebih salut lagi dengan wajah para pemainnya yang terlihat mulus banget sampe iri lihatnya :( 3,5/5;31/01/2019;#terlalutampan;p
1090927798015870000;Areefharahap_;#Close tak pernah benar-benar tau mau dibawa kemana kita. Action berbalut intrik harta peninggalan yang mencoba terlihat sederhana padahal tak punya apa-apa. 2/5;31/01/2019;#close;n
1090996502544010000;KenesAndari;Seminggu ini lg ntn film2 bagus terus nih.. sempet ntn Orang Kaya Baru & The Upside jg bbrp hr lalu.. dua2nya sgt menghibur & byk adegan yg bikin brebes mili jg ☺️;31/01/2019;#theupside;p
1091036825928390000;vidaysoikromo;"#Reviewgitudah Hari ini nonton film Instant Family. Bener2 diluar dugaan. Gue salut sama penulis dan sutradara nya, yg mengemas dengan kelucuan yg bikin sakit perut.😂

Ada sedihnya juga sih, tapi gue gak nangis. Karena udah dibikin ketawa terus. #Instantfamily";01/02/2019;#instantfamily;p
1091142435084820000;faisalfnd;Berkat akting menawan dari Kevin Hart dan Bryan Cranston yang menampilkan chemistry kuat, membuat The Upside lbh mudah menampilkan kisahnya yg memiliki pesan tentang semangat hidup dan persahabatan dari dua orang yang mempunyai latar belakang berbeda.;01/02/2019;#theupside;p
1091171821276120000;josepsibuea;TEMBANG LINGSIR. Kalau boleh jujur konsep penyutradaraan Rizal bermain aman di film ini. Sangat disayangkan naskah dan editingnya terlihat lemah. Marsha Aruan sebagai karakter bisu di sepanjang film terlihat kurang greget. Overall film ini proyek yang sangat disayangkan. 1,5/5;01/02/2019;#tembanglingsirwengi;n
1091647433426120000;irvanmuda;"10. Terlalu Tampan.

Menghibur sih buat gue. Paling lucu scene jokes di meja makan 😂. Suka ngeliat Nikita Willy pas mimisan. Trus Rachel Amanda ini emang cakep yaa. Calvin Jeremy juga asik disini. Si Maskulin kadang kok gue liatnya malah mirip Milen ya. Maap :)))) #TerlaluTampan";02/02/2019;#TerlaluTampan;p
1091747680202540000;josepsibuea;THE MULE. Tanpa ekspetasi sebelum nonton malah senyum senyum dan tergelitik sepanjang film. Film yang ringan serta menyadarkan saya kalau wanita lihat pria pakai bling bling tersenyumnya lebih sumringah ya. Baiquelah. Anyway kakek Clint ini gokil ya aktingnya. 😂 4/5;03/02/2019;#themule;p
1091993901085250000;baldafauziyyah;"31. Silent Hill (Christope Gans, 2006)

Horor populer adaptasi game yg gak ada serem2nya. Terlalu lama, 3rd act-nya berisik, cuma asik pas awal2 masuk Silent Hill aja.
4/10";03/02/2019;#SilentHill;n
1092066536800490000;MFebriW;"2. DreadOut (2019)
DreadOut cukup membosankan di pertengahan hingga menjelang akhir. Pilihan hantu yg ga byk seperti di game, cukup bikin kecewa. Untungnya CGI dan akting pemain di sini bagus. (2.5/5)";03/02/2019;#Dreadout;n
1092472760599620000;lautankata;"3). Hell Fest (Gregory Plotkin) ⭐

#HellFest sama sekali gak menawarkan kebaruan dari segi cerita, plot yang buruk, penokohan dan pengembangan karakter yang stagnan. Go to the hell!";05/02/2019;#HellFest;n
1093441046413890000;movietalkid;Film #satusuro serba nanggung dan gak jelas. Efek suara yg digunakan setannya bukan nakutin, malah bikin ngakak. Nino Fernandez rasanya tidak mau memainkan perannya dengan baik terlebih ketika ia kesurupan hantu wanitanya;07/02/2019;#SatuSuro;n
1093528237081220000;baldafauziyyah;"35. Satu Suro (Anggy Umbara, 2019)

Judulnya cuma gimmick. Masih belum jelas esensi Satu Suro-nya, mitos2nya perlu diungkap lebih banyak lagi. Tapi sayang, cuma berakhir jadi horor cult pasaran. Padahal konsep dua dimensi horornya menarik banget.
4/10";07/02/2019;#SatuSuro;n
1093836418692990000;dmsramadhan;"Sempat tampil menjanjikan dgn menyajikan kengerian dan ketegangan luar biasa karena jumpscarenya yg tepat sasaran. Sayang, film #SatuSuro lama kelamaan bikin lelah, capek, dan jenuh. Banyak dialog-dialog yg agak mengganggu, bahkan bikin gondok.

⭐ - (2/5)";08/02/2019;#SatuSuro;n
1094215177493390000;sausauable;"Film bioskop pertama yg mengecewakan di 2019 💆🏻‍♂️
Kemakan trailer yg look fresh, sbg komedi byk garing, mau sok-sokan menyentuh malah ga ada hangat2nya, dialog chessy.
Part monolognya berasa iklan sabun cuci.

Yg disuka cuma 1, aksen neon pada gambar2nya. #LaundryShow";09/02/2019;#LaundryShow;n
1094240972441970000;Elbert_Reyner;"20. LAUNDRY SHOW ★★½
Berkisah ttg pegawai ad agency & cewek tajir yg hendak mengubah nasib dgn berbisnis laundry, #LaundryShow sebenarnya punya potensi. Tapi sayang, humor jorok & naskah yg tak terarah membuat benak penonton tetap bersih tanpa noda & kesan seusai film selesai.";09/02/2019;#LaundryShow;n
1094281548122150000;sironi__;"Menceritakan tentang seorang penulis yg memalsukan surat² dari selebriti terkenal pada masanya. 
Menghibur segaligus mnyentuh hati. Melissa McCarthy memerankan Lee Israel dgn sngt baik. Sy setuju ini adalah penampilan terbaik sepanjang karirnya dia.
#CanYouEverForgiveMe? 
⭐️7/10";10/02/2019;#CanYouEverForgiveMe? ;p
1094617683604070000;Elbert_Reyner;"22. THE LEGO MOVIE 2 ★★½
#TheLEGOMovie2 tampak asyik sendiri bermain-main dengan beragam referensi pop culture dan meta humornya yang kali ini sudah overdosis hingga ia melupakan bahwa masih ada cerita dan karakter yang perlu diperhatikan. Everything is not awesome anymore.";10/02/2019;#TheLegoMovie2;n
1094660211854400000;lautankata;"13. Antologi Rasa (Rizal Mantovani)
⭐⭐
Sebuah antologi yang tasteless. Pergantian PoV yang terlalu sesak & narasi yang cerewet. Skripnya? Errr.. Di tengah mulai asyik, terus kedodoran lagi. Carissa kaku. Junot kok sama aja, cuma Refal Hady yang masih punya rasa untuk film ini.";11/02/2019;#AntologiRasa;n
1094981468734900000;sironi__;"Asik banget nonton film Alita ini, visual dan actionnya mantap.  Ceritanya pun tidak terlalu rumit,mudah dipahami. Walaupun menurut sy porsi romance nya sedikt berlebihan, tapi secara keseluruhn sangat bisa dinikmati dari awal hingga akhir. Bagus Banget.
#AlitaBattleAngel 
⭐️4/5";11/02/2019;#AlitaBattleAngel ;p
1095455902855900000;forumfilmbdg;"21. #FFBCommBicara #SatuSuro

""Dibuka dgn sangat ngeri dan menjanjikan, selanjutnya film ini berjalan penuh dgn adegan repetisi yg membosankan dan berbelit-belit. Ditambah teriakan Lastri yg bikin kuping saya agak kebas"" ~ by: 
@rajalubis_
 

#ffbcomm #ffb32";13/02/2019;#SatuSuro;n
1096001378370030000;Banumustafa24;"20. Antologi Rasa (⭐ : 2,5/5)

#AntologiRasa seharusnya punya materi yang kuat, namun naskah yang tak tereksplorasi mengenai kisah persahabatan serta konflik yang terjadi, lemahnya penokohan dan chemistry antar karakter yang tak kuat. Pada akhirnya Antologi Rasa terasa hambar.";14/02/2019;#AntologiRasa;n
1096094750384410000;josepsibuea;"HAPPY DEATH DAY 2 U. Walaupun ketegangan lebih seru yang pertama, tapi ada sedikit perbedaan konsep mati hidupnya yang ingin disampaikan ke penonton. Masih menghiburlah hingga scene tambahan di mid credit muncul yang rasanya untuk sekuel selanjutnya. 3,5/5

#HappyDeathDay2U";15/02/2019;#HappyDeathDay2U;p
1096167463840930000;lautankata;15. #KainKafanHitam (Yudhistira Bayuadji & Maxime Bouttier, 2019) | Horor klise yang sangat mengandalkan musik yang berisik. Tidak menawarkan kebaruan dan kemajuan berarti teknik film horor, selain wajah kebanyakan pemainnya. Justru yang paling menarik scene post credit. 4,5/10.;15/02/2019;#KainKafanHitam;n
1096421750093500000;arulfittron;"39. Antologi Rasa (2019, Rizal Mantovani) ★★
Punya potensi jadi melodrama cinta yang menarik, sayangnya #AntologiRasa tak diimbangi dengan pengarahan dan adaptasi yang benar-benar terolah baik. Kisahnya berjalan hambar, wajah-wajah segarnya menarik tetapi tidak jadi penyelamat.";15/02/2019;#AntologiRasa;n
1096692077822300000;irvanmuda;"11. Happy Death Day 2U.

Sekuel yg berhasil. Lebih lucu bangeeet dan seru. Harus nonton yg sebelumnya sih. Oiya ada mid credit scene jangan langsung cabut. #HappyDeathDay2U";16/02/2019;#HappyDeathDay2U;p
1096731585305390000;josepsibuea;"EXTREME JOB. Akhirnya ada lagi film Korea yang tayang di bioskop bisa bikin ketawa geli karena ide dan jalan ceritanya. Film ini bikin stress kamu hilang, ASLI BENERAN.

4/5

#ExtremeJob";16/02/2019;#ExtremeJob;p
1096740472473540000;irvanmuda;"12. Alita: Battle Angel.

Alita queen of Bucin aturan judulnya 😂 tapi gue bisa nikmatin kok filmnya. Porsi darama sama action-nya pas. Gambarnya pun bagus banget.
#AlitaBattleAngle";16/02/2019;#AlitaBattleAngle;p
1096762341549460000;Elbert_Reyner;"24. THE KNIGHT OF SHADOWS ★★½
#TheKnightofShadows punya konsep menarik yang menempatkan Jackie Chan sebagai pemburu iblis, tapi sayang, tampilan CGI-nya yang berantakan bahkan untuk ukuran film Asia dan narasi membosankan telah membunuh minat untuk menonton film selanjutnya.";16/02/2019;#TheKnightofShadows;n
1096791041364020000;irvanmuda;"13. Extreme Job.

Bangkeeeeee gue ngakak kenceng banget nonton ini. Tapi se-studio pada ngakak sih tadi. Asli lucu banget!!!! Jadi ngiler ayam goreng 🤤🍗

Paling ngakak pas ciuman 😂😂😂😂 ""tembak mereka, siapapun tolong tembak mereka"" :)))
#ExtremeJob";16/02/2019;#ExtremeJob;p
1097003498699240000;film_bioskop;"#KainKafanHitam
⭐️ / 5 stars
➕
Maxime Bouttier mencoba ‘job’ baru di dunia film.
Lingkar Film bikin posternya terlihat menarik.
➖
Plot cerita nyaris tak ada.
Akting pemain kurang berhasil.
Jump scares nya terlalu tipikal.
Setting itu-itu saja.
Durasi singkat tapi terasa lambat.";17/02/2019;#KainKafanHitam;n
1097075753324220000;josepsibuea;"THE DUDE IN ME. Konsepnya seru nih film, bikin semangat buat kurusin badan hahaha (ngomong doang). Aktingnya juga keren apalagi pas momen beda usia jatuh cinta 😂

3,5/5

#TheDudeInMe";17/02/2019;#TheDudeInMe;p
1097483339420680000;selliyamanto;"23. #AntologiRasa sebagai penikmat bukunya, cerita yang dibangun cukup ok, tapi tidak ada chemistry yang solid di antara para pemerannya itu menjadikan film ini terasa ""kosong"" , dan editingnya pun kurang mulus. Junot cukup berhasil memerankan Harris. Mengecewakan! 2,5/5";18/02/2019;#AntologiRasa;n
1097533870604370000;Elbert_Reyner;"26. VELVET BUZZSAW ★★½
Satir tentang dunia seni yg dituturkan melalui objek lukisan berhantu dan cast yg tak main2, #VelvetBuzzsaw jelas tampak menarik u/ disimak. Namun yg terjadi justru sebaliknya: Film ini membosankan, tak berkarakter dengan plot dan unsur horror yg payah.";18/02/2019;#VelvetBuzzsaw;n
1097710892672720000;hanzRmax;#24. #TakePoint walau terbilang action yang oke namun masih berasa boring banget apalagi durasi nya yang terlalu panjang dan cerita yang rada gak jelas.. masih gagal paham nonton ni tujuan ny kemana.. (2/5);19/02/2019;#TakePoint;n
1097769800925810000;josepsibuea;THE PRODIGY. Film horror yang minim teror padahal sudah menggunakan objek anak kecil di film ini. Ku kira bakal serem gimana ternyata flat banget filmnya. 2/5;19/02/2019;#TheProdigy;n
1098533853310850000;rajalubis_;"Setelah #SatuSuro lelucon film Indonesia tahun ini jatuh pd #AnakHoki.

Bingung sama ini film, maunya apa sih. Nggak punya visi yg hendak diceritakan. Penceritaan kacau balau. Maksa!

Nyaris si Ahok di film ini nggak ngapa2in. Hadeuh...";21/02/2019;#AnakHoki;n
1098582000837910000;Banumustafa24;"21. Foxtrot Six (⭐ : 2,5/5)

#FoxtrotSix mempunyai banyak kelamahan di naskah serta dialog bahasa Inggris oleh pemain lokal yang kurang jelas, namun ini merupakan amunisi baru untuk perfilman Indonesia. CGI & koreografi perkelahiannya pun menjanjikan walaupun masih inkonsisten.";21/02/2019;#FoxtrotSix;n
1098601414610290000;ajibagoes20;Mencoba untuk bisa menikmati #FoxtrotSix, tapi sulit. Naskahnya berantakan dan penuh kejanggalan, karakternya nggak berkembang, kontinuitas adegannya kacau. Beberapa aksi lumayan menghibur, tapi nggak spesial. Ya, setidaknya bisa lihat aktor-aktor kelas A Indonesia ngumpul. 2/5;21/02/2019;#FoxtrotSix;n
1098995647133270000;adiryansjaxon;"21. Antologi Rasa (Rizal Mantovani, 2019)

Kisah 'relatable' saja memang tak cukup. #AntologiRasa terjebak dalam slogannya sendiri. Ia telah menemukan namun tak bisa menyatukan dan memiliki rasa juga nyawa dari ceritanya sendiri. Sayang sekali. (2,5/5)";23/02/2019;#antologirasa;n
1099616167809900000;irvanmuda;"14. Dilan 1991.

Berapa kali ya ada kalimat ""Dilan, aku rindu"" di film ini. Gue pas Andovi muncul malah ketawa. Bikin ngakak 1 studio cuma jokes receh dari guru kepanjangan nama Dilan 😂. Bakal lanjut ke film Milea. Oiya ada end credit scene, paling ujung! #Dilan1991 #HariDilan";24/02/2019;#dilan1991;p
1100599919474160000;josepsibuea;"ANAK HOKI. Sangat disayangkan sekali kisah fiktif dari film ini merusak pandangan saya terhadap tokoh utama. Untuk sebuah film hiburan pun masih jauh. Sudahlah lupakan saja untuk menonton film ini.

1/5";27/02/2019;#AnakHoki;n
1100606728716960000;dmsramadhan;"Nggak jelas arah #AnakHoki ini mau kemana. Ahok di film ini nggak lebih dari seseorang yg menyebalkan yg banyak ikut campur urusan orang lain dan mengguruinya. Jelas sangat jauh jika dibandingkan dgn film yg tayang lebih dulu 3 bulan lalu~

⭐ - (1,5/5)";27/02/2019;#AnakHoki;n
