id;user;rawTweet;tweetDate;title;ulasan
1092273951877690000;selliyamanto;17. #GreenBook luar biasa kisah 2 orang yang berbeda warna kulit ini disatukan dalam perjalanan yang panjang yang penuh konflik yang mampu menggugah hati, visualnya pun kece, dan penyampaian pesannya pun sampai ke hati tanpa menggurui. Bagus banget 4,5/5;04/02/2019;#GreenBook;y
1093186631836690000;Elbert_Reyner;"19. Alita Battle Angel ★★★
#AlitaBattleAngel menyajikan kedahsyatan visual yang belum pernah kita tonton dalam satu jalinan cerita yang sering kita tonton. Eksekusi plot dan karakternya yang terlalu basic membuat alur film ini tak sebanding dengan visual dan adegan aksinya";06/02/2019;#AlitaBattleAngel;y
1093856092193340000;arulfittron;"32. Satu Suro (2019, Anggy Umbara) ★★
Secara teknikal, #SatuSuro tak dibuat asal. Hanya saja, segala yang terjadi di film ini berjalan lambat untuk menciptakan efek seramnya. Hasilnya, film ini cukup melelahkan untuk diikuti apalagi tambahan cerita di akhir yang sudah tertebak.";08/02/2019;#SatuSuro;y
1094215177493390000;sausauable;"Film bioskop pertama yg mengecewakan di 2019 💆🏻‍♂️
Kemakan trailer yg look fresh, sbg komedi byk garing, mau sok-sokan menyentuh malah ga ada hangat2nya, dialog chessy.
Part monolognya berasa iklan sabun cuci.

Yg disuka cuma 1, aksen neon pada gambar2nya. #LaundryShow";09/02/2019;#LaundryShow;y
1094240972441970000;Elbert_Reyner;"20. LAUNDRY SHOW ★★½
Berkisah ttg pegawai ad agency & cewek tajir yg hendak mengubah nasib dgn berbisnis laundry, #LaundryShow sebenarnya punya potensi. Tapi sayang, humor jorok & naskah yg tak terarah membuat benak penonton tetap bersih tanpa noda & kesan seusai film selesai.";09/02/2019;#LaundryShow;y
1094243382673620000;Elbert_Reyner;"21. TERLALU TAMPAN ★★★½
Humor absurd dan karakter2 sinting yang dieksekusi pas dan cerdas memang jualan utama film #TerlaluTampan, tapi di balik itu juga ada kisah cinta dan persahabatan yang menghangatkan hati dan relatable buat siapapun baik yang tampan, biasa aja atau jelek";09/02/2019;#TerlaluTampan;y
1094571806453750000;arulfittron;"33. The Way I Love You (2019, Rudi Aryanto) ★★★
#TheWayILoveYou setidaknya masih bisa menyelesaikan misinya dgn baik sebagai film remaja yang pas untuk target segmentasinya meskipun kisahnya formulaik. Kekuatannya datang dari chemistry Shifa Hadju, Risky Nazar dan Tissa Biani.";10/02/2019;#TheWayILoveYou;y
1094617683604070000;Elbert_Reyner;"22. THE LEGO MOVIE 2 ★★½
#TheLEGOMovie2 tampak asyik sendiri bermain-main dengan beragam referensi pop culture dan meta humornya yang kali ini sudah overdosis hingga ia melupakan bahwa masih ada cerita dan karakter yang perlu diperhatikan. Everything is not awesome anymore.";10/02/2019;#TheLEGOMovie2;y
1094833983681060000;selliyamanto;18. #SatuSuro walau penceritaan dan eksekusinya masih lemah tapi setidaknya masih mampu membuat bulu kudukku merinding di beberapa scene dan adegan menjijikan tersaji sampai mau muntah rasanya. 2,5/5;11/02/2019;#SatuSuro;y
1094835059020810000;selliyamanto;19. #alitabattleangel ini film menyenangkan dengan segala teknologi yang canggih, visual megah, game2 yang mengasyikan, dan action yang sedap ditonton. Sayang penuturan cerita masih kurang mulus. Secara teknis se bagus. Buat hiburan se tetap menyenangkan 3/5;11/02/2019;#AlitaBattleAngel;y
1094836249863430000;selliyamanto;"20. #TheWayILoveYou nonton ini sebenernya karena ada 
@Real_TissaBiani
 aja se, dan ternyata dia bermain menggemaskan dan bagus. Kisah persahabatannya lebih buat baper se bagi aku dibandinh kisah percintaannya. Baper, lucu, menggemaskan 3/5
";11/02/2019;#TheWayILoveYou;y
1094838016097500000;selliyamanto;21. #laundryshow Pesan tentang kegigihan mewujudkan impian dan pantang menyerah tersampaikan dengan mengasyikan. Penuh warna, hangat, kocak ya walau di beberapa scene agak garing se. Tapi paling suka sama tips menghilangkan noda itu kece. 3,5/5;11/02/2019;#LaundryShow;y
1095706387001180000;Elbert_Reyner;"23. HAPPY DEATH DAY 2U ★★★½
Makin ngaco, makin gila tapi juga makin fun, #HDD2U mematahkan kutukan sekuel malas dengan sajian horror slasher bernuansa sci-fi yang tak hanya fresh tapi juga memperluas universe-nya untuk peluang franchise yg besar. Jessica Rothe makin charming!";13/02/2019;#HDD2U;y
1095971145814290000;arulfittron;"37. The Man From The Sea (2019, Koji Fukuda) ★★★½
Memberikan satu garis besar tentang hubungan setiap karakternya, #TheManFromTheSea mengajak kita mengarungi lebih dalam kisah-kisahnya serta memberikan pesan tentang laut beserta kehidupan yang mengitarinya. Unik tetapi menarik";14/02/2019;#TheManFromTheSea;y
1096421750093500000;arulfittron;"39. Antologi Rasa (2019, Rizal Mantovani) ★★
Punya potensi jadi melodrama cinta yang menarik, sayangnya #AntologiRasa tak diimbangi dengan pengarahan dan adaptasi yang benar-benar terolah baik. Kisahnya berjalan hambar, wajah-wajah segarnya menarik tetapi tidak jadi penyelamat.";15/02/2019;#AntologiRasa;y
1096762341549460000;Elbert_Reyner;"24. THE KNIGHT OF SHADOWS ★★½
#TheKnightofShadows punya konsep menarik yang menempatkan Jackie Chan sebagai pemburu iblis, tapi sayang, tampilan CGI-nya yang berantakan bahkan untuk ukuran film Asia dan narasi membosankan telah membunuh minat untuk menonton film selanjutnya.";16/02/2019;#TheKnightofShadows;y
1096767689765210000;Elbert_Reyner;"25. COLD PURSUIT ★★★½
Simpan argumenmu bahwa film ini akan sama saja seperti revenge thriller ala Liam Neeson pada umumnya, karena #ColdPursuit adalah sebuah tontonan komedi hitam yang narasinya ditata cerdas dan penuh twist seru di setiap likunya. Sayang, action-nya minimalis";16/02/2019;#ColdPursuit;y
1096971563444840000;arulfittron;"43. Calon Bini (2019, Asep Kusdinar) ★★★
Tentu #CalonBini punya konflik khas FTV. Tetapi, untuk kelasnya, film ini enak diikuti. Setidaknya, dialog jawa dalam naskahnya masih dibuat dgn baik, meskipun konklusi filmnya memberikan impresi yg lain tentang perempuan dan pernikahan";17/02/2019;#CalonBini;y
1096974112826670000;arulfittron;"44. Kucumbu Tubuh Indahku (2019, Garin Nugroho) ★★★★½
#KucumbuTubuhIndahku mengajak penonton mengintip cerita dari badan seseorang sekaligus perjalanan spritual ttg gender dan seksualitas yang dikemas apik dan unik. Sensitivitas 
@garinfilm
 dlm mengarahkan filmnya luar biasa!";17/02/2019;#KucumbuTubuhIndahku;y
1097481454462780000;selliyamanto;"22. #FilmCalonBini tidak membuat ekspektasi apapun waktu nonton, film ini berhasil tampil cukup menghibur, walau tak melulu mulus dalam bercerita serta komedinya yang terkadang tidak tepat sasaran. Ya 
@michelleziu
 bermain dengan pas dan manis 3/5";18/02/2019;#FilmCalonBini;y
1097483339420680000;selliyamanto;"23. #AntologiRasa sebagai penikmat bukunya, cerita yang dibangun cukup ok, tapi tidak ada chemistry yang solid di antara para pemerannya itu menjadikan film ini terasa ""kosong"" , dan editingnya pun kurang mulus. Junot cukup berhasil memerankan Harris. Mengecewakan! 2,5/5";18/02/2019;#AntologiRasa;y
1097485689199850000;selliyamanto;24. #TheLEGOMovie2 terhanyut aku dibawa ke dalam cerita, mungkin di pertengahan agak slow tapi semakin ke belakang apalagi menuju ending itu keren paraahhhh. Dibuat penasaran sampai akhir. Menarik, seru, dan mengasyikan. 4/5;18/02/2019;#TheLEGOMovie2;y
1097533870604370000;Elbert_Reyner;"26. VELVET BUZZSAW ★★½
Satir tentang dunia seni yg dituturkan melalui objek lukisan berhantu dan cast yg tak main2, #VelvetBuzzsaw jelas tampak menarik u/ disimak. Namun yg terjadi justru sebaliknya: Film ini membosankan, tak berkarakter dengan plot dan unsur horror yg payah.";18/02/2019;#VelvetBuzzsaw;y
1097758539890670000;arulfittron;"45. Foxtrot Six (2019, Randy Korompis) ★★★½
Punya premise dalam building universe-nya yang menarik, #FoxtrotSixMovie memiliki sekuensi aksi yang seru dan cukup punya daya tarik serta penuh effort yang digarap baik di durasinya yang mencapai 114 menit. It is a gem!";19/02/2019;#FoxtrotSix;y
1098254206140460000;Elbert_Reyner;"27. THE PRODIGY ★★★
#TheProdigy bisa dibilang terlalu terburu2 membongkar semua rahasianya di awal film hingga membuat segala formula misteri “anak ajaib“ selanjutnya sudah terbaca. Ya paling tidak sebagai film horror kecil, film ini masih punya kualitas terror di atas rata2.";20/02/2019;#TheProdigy;y
1098612674353470000;Elbert_Reyner;"28. FOXTROT SIX ★★★½
Meski penulisan naskah dan karakternya belum bisa mengimbangi kedahsyatan action dan set produksinya, kita tak bisa menyangkal kalau #FoxtrotSix ini fun dan serunya bukan main layaknya film2 action/sci-fi dari masa kejayaan produser legendaris Mario Kassar";21/02/2019;#FoxtrotSix;y
1100257361883610000;Elbert_Reyner;"29. EXTREME JOB ★★★½
Kisah misi penyamaran polisi memang sudah biasa, tapi bagaimana kalau samaran bisnis ayam goreng mereka lebih sukses dari karir mereka sendiri? Premise brilian ini berhasil diangkat #ExtremeJob dgn sajian super kocak, seru dan pecah dari awal sampai akhir!";26/02/2019;#ExtremeJob;y
1100264560949260000;selliyamanto;"25. #FoxtrotSix walau tidak memiliki cerita dan eksekusi yang kuat, tapi film ini mampu tampil menyegarkan untuk industri perfilman kita. Jajaran para pemainnya pun ok punya, terutama 
@edward_akbar
 yang mencuri hatiku di sepanjang film. Semangattt!!! 2,5/5";26/02/2019;#FoxtrotSix;y
1100270146868780000;selliyamanto;26. #HappyDeathDay2U mampu menyuguhkan nuansa teror yang mengasyikan dan membuat penasaran sampai akhir, walau penceritaannya tidak selalu berjalan mulus, tapi masih cukup menyenangkan untuk dinikmati di kala senggang 3/5;26/02/2019;#HappyDeathDay2U;y
1100271205871800000;selliyamanto;27. #Extremejob walau ada beberapa karakter yang kurang kuat, tapi mampu menyajikan kekocakan tiada tara, action yang asyik, dan pengambilan gambar yang baik. Emosi pun terkoyak. Sangat nikmat dari awal sampai akhir 4/5;26/02/2019;#Extremejob;y
1100407196842580000;Elbert_Reyner;"30. DRAGON BALL SUPER: BROLY ★★★½ 
Mengurangi porsi action demi memperdalam kisah villain klasik Broly, #DragonBallSuperBroly mungkin akan membuat penonton yang tidak mengikuti serial TV terbarunya tersesat. Tapi tenang, masih banyak fan service dan klimaks super seru di sini.";26/02/2019;#DragonBallSuperBroly;y
1101139550909280000;Elbert_Reyner;"31. DILAN 1991 ★★
Menyaksikan Dilan 1990 adalah guilty pleasure yang menyenangkan, namun sayang, sekuelnya #Dilan1991 berakhir mengecewakan dengan plot yang menjenuhkan dan gombalan yang sudah tak lagi efektif, membuatnya terasa seperti sekuel yang seharusnya tak perlu dibuat.";28/02/2019;#Dilan1991;y
1101155127870660000;arulfittron;"49. Dilan 1991 (2019, F.Bustomi-Pidi Baiq) ★★½
Dibandingkan dgn film pertamanya, #Dilan1991 masih punya cukup konflik untuk digali dan disajikan. Hanya saja, sbg adaptasi, perlu dgn bijak memilih ceritanya agar beberapa adegan terasa lebih efektif dan tidak kepanjangan.";28/02/2019;#Dilan1991;y
1102175511504020000;selliyamanto;28. #Dilan1991 cerita yang lebih banyak konflik dan dalam, membuat film ini lebih emosional dan baper. Penggambaran kisahnya juga bagus dan digarap dengan baik. Akting Vanesha bagus, klop dengan iqbaal. Sayang product replacement agak menggangu, editing kurang mulus 3,5/5;03/03/2019;#Dilan1991;y
1102176658826580000;selliyamanto;#TheNightEatsTheWorld mampu menghadirkan tontonan yang menyenangkan. Penggarapannya baik, dieksekusi pun dengan baik. Tidak banyak dialog tidak membuatnya membosankan. Twistnya pun menarik. Hanya di ending berlalu terlalu cepat 3/5;03/03/2019;#TheNightEatsTheWorld;y
1103496215939830000;Elbert_Reyner;"32. CAPTAIN MARVEL ★★★½
Terbentur timeline 20 film MCU membuat #CaptainMarvel tak bisa bergerak banyak di pembangunan konflik tanpa mengacaukan continuity-nya. Tapi sebagai film origin story dan jembatan menuju ke Endgame, film ini tetap bisa menghibur fans dan penonton awam";07/03/2019;#CaptainMarvel;y
1104034949022140000;Elbert_Reyner;"33. DEAR EX ★★★★
Di balik tema LGBT dan premise menariknya itu, #DearEx menyimpan pesan yang kuat tentang kebebasan mencintai dan pentingnya mengikhlaskan. Penuturannya ringan, terkadang jenaka, tapi tak jarang juga, sangat emosional. Akting dan sinematografinya juara!";08/03/2019;#DearEx;y
1104233422875060000;arulfittron;"51. Misteri Dilaila - Versi 2 (2019, Syafiq Yusof) ★★★½
Dengan adanya 2 versi #MisteriDilailaID ini ingin memperlihatkan fakta sesuai mau penontonnya. Versi ini diarahkan solid, misterinya tertata rapi, hingga pemainnya bermain sesuai porsi. Penasaran dgn versi satunya!";09/03/2019;#MisteriDilaila;y
1104679501324210000;selliyamanto;30. #CaptainMarvel bagi saya nyawa film ini ada di dalam diri Brie Larson se, di samping teknis dan segala macam efek visual yang mumpuni. Secara keseluruhan tidak ada yang spesial. Terutama plot dan actiomnya yang terasa nanggung dan kurang greget. Mengecewakan 2,5/5;10/03/2019;#CaptainMarvel;y
1104700371983780000;Elbert_Reyner;"34. PADDLETON ★★★½
Berkisah tentang persahabatan dua pria paruh baya yang diuji setelah salah satunya didiagnosa kanker, kekuatan #Paddleton ada pada chemistry solid Ray Romano-Mark Duplass yang akan membuatmu tidak rela film ini cepat berakhir... atau berakhir seperti itu.";10/03/2019;#Paddleton;y
1105851442114380000;Elbert_Reyner;"35. WONDER PARK ★★½
Setelah opening-nya yang indah dan emosional, kemagisan #WonderPark, ironisnya, luntur dengan cepat justru ketika kita dibawa berpetualang di theme park itu sendiri dan berakhir menjadi film animasi garing dengan pesan “chase your dreams” yang klise sekali.";13/03/2019;#WonderPark;y
1106211231038200000;Elbert_Reyner;"36. A PRIVATE WAR ★★★½
Pace & penuturannya yg terpatah2 mungkin tak bisa memberi efek emosional yg maksimal, namun kisah kegigihan Marie Colvin meliput cerita2 perang yg tak pernah terungkap ini tetaplah sebuah film penting yg berhasil dihidupkan oleh akting kuat Rosamund Pike";14/03/2019;#APrivateWar;y
1106579632327840000;Elbert_Reyner;"37. FIVE FEET APART ★★★½
Walau unsur medisnya ngaco, kisah cinta antara penderita CF yang tak boleh berdekatan ini tetap manis dan enjoyable. Gimmick medisnya dipakai u/ meromantisasi kisah cinta mereka dan efektif sebagai penguras air mata. Chemistry Sprouse-Richardson bagus.";15/03/2019;#FiveFeetApart;y
1107248193937360000;selliyamanto;31. #YowisBen2 mampu melebihi ekspektasi saya sebelum nonton, menghibur sekali, dari ketawa ngakak sampai nangis sesegukan. Film ini penuh kehangatan dan endingnya pun manis. Para pemain juga bermain apik. Penggarapannya juga lebih matang. Kereennn!!! Jancukkk!!!! 4/5;17/03/2019;#YowisBen2;y
1107249587171910000;selliyamanto;32. #MisteriDilailaVersi2 mencekam, buat penasaran sepanjang film, twistnya ok punya membuat film ini cukup mengasyikan, hanya saya kurang suka se soundnya agak bising. Make upnya juga bagus untuk hantu2nya berasa mengerikan sekaligus menjijikan. Di awal agak lambat. 3,5/5;17/03/2019;#MisteriDilailaVersi2;y
